CASES	LEFT	NODE	RIGHT	TRANSLATION	INCLUSION	TRANSLATION_NODE	CXN_ENG	CXN_IDN	TRANSLATION_POS	VOICE_ENG	VOICE_IDN	CLAUSE_TYPE_ENG	FINITENESS_ENG	ROLE_ENG_THIEF	SYN_ENG_THIEF	LEX_ENG_THIEF	SEM_ENG_THIEF	ANIMACY_ENG_THIEF	ROLE_ENG_TARGET	SYN_ENG_TARGET	LEX_ENG_TARGET	SEM_ENG_TARGET	TYPE_ENG_TARGET	ANIMACY_ENG_TARGET	ROLE_ENG_GOODS	LEX_ENG_GOODS	SEM_ENG_GOODS	ANIMACY_ENG_GOODS	SYN_ENG_GOODS	ROLE_IDN_THIEF	SYN_IDN_THIEF	LEX_IDN_THIEF	SEM_IDN_THIEF	ANIMACY_IDN_THIEF	ROLE_IDN_TARGET	SYN_IDN_TARGET	LEX_IDN_TARGET	SEM_IDN_TARGET	TYPE_IDN_TARGET	ANIMACY_IDN_TARGET	ROLE_IDN_GOODS	LEX_IDN_GOODS	SEM_IDN_GOODS	ANIMACY_IDN_GOODS	SYN_IDN_GOODS
249	You are trying to	rob	me blind.	Kau mencoba merampokku?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	me	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	encliticised_direct_object	-ku	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
250	So not only do they	rob	me of the Fields Medal, now they put me on the cover of Fortune magazine... with these hacks, these scholars of trivia.	Jadi tidak hanya mereka merampokku dari Bidang Medali, sekarang mereka menempatkanku pada sampul majalah Fortune... bersama para penulis sewaan ini, para sarjana yang sepele.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	HUMAN	animate	TRUE	direct_object	me	HUMAN	victim	animate	TRUE	Fields Medal	ASSETS	inanimate	PP_complement	TRUE	AV_gr_subj	mereka	HUMAN	animate	TRUE	encliticised_direct_object	-ku	HUMAN	victim	animate	TRUE	Bidang Medali	ASSETS	inanimate	PP_complement
251	You can	rob	me you can starve me, you can beat me, and you can kill me just don't bore me.	Kau bisa merampokku membuatku lapar, memukulku, dan membunuhku tapi jangan membuatku bosan.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	me	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	encliticised_direct_object	-ku	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
259	We don't	rob	people.	Kami tidak merampok orang.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	we	HUMAN	animate	TRUE	direct_object	people	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kami	HUMAN	animate	TRUE	direct_object	orang	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
260	We are gonna break into saint D's and	rob	Popper.	Mari kita istirahat di Santa D dan mencuri Popper,	NA	mencuri	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	we	HUMAN	animate	TRUE	direct_object	Popper	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kita	HUMAN	animate	TRUE	direct_object	Popper	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
264	Close to El Paso is a town, Santa Cruz. Tomorrow Blackey, Chico, Paco... you, amigo will	rob	the bank in Santa Cruz.	Besok, Blackie, Chico, Paco... dan kau, kawan... akan merampok Bank di Santa Cruz.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
265	I'll	rob	the bank with you.	Aku akan merampok bank denganmu.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	aku	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
266	Why don't you	rob	the bank?	Kenapa kau tak merampok Bank saja?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
267	I said they didn't	rob	the bank.	Aku bilang mereka tidak merampok bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	mereka	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
268	No one told you to go	rob	the blockbuster.	Tak ada yang menyuruhmu merampok blockbuster.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj_in_SubCl	you	HUMAN	animate	TRUE	direct_object	blockbuster	HUMAN	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj_in_SubCl	-mu	HUMAN	animate	TRUE	direct_object	blockbuster	HUMAN	source	inanimate	FALSE	NA	NA	NA	NA
271	You're planning to	rob	the casino, Jack.	Kamu berencana merampok kasino ini, Jack.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	casino	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kamu	HUMAN	animate	TRUE	direct_object	kasino	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
273	Or I'll go down the street and	rob	the goddamned pharmacy.	Atau aku akan pergi ke jalanan dan merampok apotek.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	HUMAN	animate	TRUE	direct_object	pharmacy	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	aku	HUMAN	animate	TRUE	direct_object	apotek	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
275	General Eiling, why were you trying to	rob	the gold reserve?	Jendral Eiling, mengapa kau merampok Gold Reserve?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	gold reserve	ASSETS	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	direct_object	Gold Reserve	ASSETS	source	inanimate	FALSE	NA	NA	NA	NA
278	These guys are trying to	rob	the place.	Orang-orang berusaha untuk merampok tempat .	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	guys	HUMAN	animate	TRUE	direct_object	place	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	orang	HUMAN	animate	TRUE	direct_object	tempat	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
279	"""- Don't"	rob	the place. - Yeah.	Jangan rampok tempat itu./ Ya.	NA	rampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	imperative	FALSE	FALSE	NA	NA	NA	NA	TRUE	direct_object	place	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	TRUE	direct_object	tempat	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
280	They proceed to the circus owner's trailer, where they	rob	the safe of its contents.	Mereka melanjutkan ke pemilik sirkus Trailer, di mana mereka merampok aman isinya.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	HUMAN	animate	TRUE	direct_object	safe	PLACE	source	inanimate	TRUE	content	ASSETS	inanimate	PP_complement	TRUE	AV_gr_subj	mereka	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	TRUE	isi	ASSETS	inanimate	direct_object
288	Well, if you're not going to	rob	us, might as well do the name thing.	Jika kau tak akan merampok kami, mungkin kau bisa melakukan hal yang sama.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	HUMAN	animate	TRUE	direct_object	us	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	direct_object	kami	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
292	They don't have the balls to	rob	us.	Mereka tidak punya nyali untuk merampok kita.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	they	HUMAN	animate	TRUE	direct_object	us	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	mereka	HUMAN	animate	TRUE	direct_object	kita	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
294	They'll	rob	you in your sleep.	Mereka akan merampok mu disaat kau tidur.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	HUMAN	animate	TRUE	direct_object	you	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	mereka	HUMAN	animate	TRUE	encliticised_direct_object	-mu	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
295	And worse, the paralyzing vapor of her brother Alec who could	rob	you of sight, sound and touch.	Dan yang terburuk, kekuatan melumpuhkan Saudaranya, Alec..,.. Yang bisa merebut penglihatan, Pendengaran dan indera perabamu.	NA	merebut	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj_in_RelCl	Alec	HUMAN	animate	TRUE	direct_object	you	HUMAN	victim	animate	TRUE	sight_sound_touch	BODY PART	inanimate	PP_complement	TRUE	AV_gr_subj_in_RelCl	Alec	HUMAN	animate	TRUE	possessive_determiner	-mu	HUMAN	victim	animate	TRUE	penglihatan_pendengaran_indera peraba	BODY PART	inanimate	direct_object
296	We're not here to	rob	you.	Kami di sini bukan untuk merampokmu..	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	we	HUMAN	animate	TRUE	direct_object	you	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kami	HUMAN	animate	TRUE	encliticised_direct_object	-mu	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
297	"""I have loved you, I didn't"	rob	"you."""	Aku telah mencintaimu, aku tidak merampasmu.	NA	merampas	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	HUMAN	animate	TRUE	direct_object	you	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	aku	HUMAN	animate	TRUE	encliticised_direct_object	-mu	HUMAN	victim	animate	FALSE	NA	NA	NA	NA
300	We're here to	rob	your goddamn bank.	Kami di sini untuk merampok Anda sialan bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	we	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA	TRUE	AV_gr_subj	kami	HUMAN	animate	TRUE	direct_object	bank	PLACE	source	inanimate	FALSE	NA	NA	NA	NA
