CASES	LEFT	NODE	RIGHT	TRANSLATION	INCLUSION	TRANSLATION_NODE	CXN_ENG	CXN_IDN	TRANSLATION_POS	VOICE_ENG	VOICE_IDN	CLAUSE_TYPE_ENG	FINITENESS_ENG	ROLE_ENG_THIEF	LEX_ENG_THIEF	SEM_ENG_THIEF	SYN_ENG_THIEF	ANIMACY_ENG_THIEF	ROLE_IDN_THIEF	SYN_IDN_THIEF	LEX_IDN_THIEF	SEM_IDN_THIEF	ANIMACY_IDN_THIEF	ROLE_ENG_TARGET	SYN_ENG_TARGET	LEX_ENG_TARGET	SEM_ENG_TARGET	TYPE_ENG_TARGET	ANIMACY_ENG_TARGET	ROLE_IDN_TARGET	SYN_IDN_TARGET	LEX_IDN_TARGET	SEM_IDN_TARGET	TYPE_IDN_TARGET	ANIMACY_IDN_TARGET	ROLE_ENG_GOODS	SYN_ENG_GOODS	LEX_ENG_GOODS	SEM_ENG_GOODS	ANIMACY_ENG_GOODS	ROLE_IDN_GOODS	SYN_IDN_GOODS	LEX_IDN_GOODS	SEM_IDN_GOODS	ANIMACY_IDN_GOODS
239	Your rivals tried to	steal	it and put out a clone.	Para pesaingmu sedang mencoba untuk mencurinya Dan menconteknya.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	rivals	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	pesaing	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	it	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
240	We're gonna	steal	it back.	Kami akan mencurinya kembali.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	we	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kami	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	it	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
241	When the egg goes on display Monday morning you'll have 48 hours to	steal	it before your deadline's up.	Ketika telur itu dipamerkan Senin pagi kau punya waktu 48 jam untuk mencurinya sebelum tenggat waktumu habis.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kau	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	it	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
242	You want me to	steal	it for you.	Kau mau aku mencurinya?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	me	HUMAN	AV_gr_subj_in_SubCl	animate	TRUE	AV_gr_subj_in_SubCl	aku	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	it	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
246	It was until Shadowspire tried to	steal	it.	Memang, sampai Shadowspire mencoba untuk mencurinya.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	Shadowspire	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	Shadowspire	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	it	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
253	How dare you try to	steal	my egg?	Beraninya kau mencoba mencuri telurku?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	possessive_determiner	my	HUMAN	victim	animate	TRUE	possessive_determiner	-ku	HUMAN	victim	animate	TRUE	direct_object	egg	FOOD	inanimate	TRUE	direct_object	telur	FOOD	inanimate
255	Did you have to	steal	my nutcracker?	Apakah Kamu harus mencuri alat pemecah buah keras saya?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kamu	HUMAN	animate	TRUE	possessive_determiner	my	HUMAN	victim	animate	TRUE	possessive_determiner	saya	HUMAN	victim	animate	TRUE	direct_object	nutcracker	TOOL	inanimate	TRUE	direct_object	alat	TOOL	inanimate
256	Let the stealer	steal	"no more."""	"Hingga tak ada lagi yang harus dicuri oleh pencuri."""	TRUE	dicuri	INTR	GOODS-SUBJ-PASS	verb	AV	PASS	imperative	FALSE	TRUE	stealer	HUMAN	AV_gr_subj	animate	TRUE	passive_AGENT	pencuri	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	TRUE	passive_subject	tak ada lagi	PRONOUN	inanimate
259	This camera doesn't just	steal	people's youth.	Kamera ini tidak hanya mencuri masa muda orang-orang.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	TRUE	TRUE	camera	ELECTRONICS	AV_gr_subj	inanimate	TRUE	AV_gr_subj	kamera	ELECTRONICS	animate	TRUE	possessive_determiner	people	HUMAN	victim	animate	TRUE	possessive_determiner	orang-orang	HUMAN	victim	animate	TRUE	direct_object	youth	ABSTRACTION	inanimate	TRUE	direct_object	masa muda	ABSTRACTION	inanimate
261	I was born to	steal	shit.	Aku sudah ditakdirkan mencuri semua itu.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	I	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	aku	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	shit	ASSETS	inanimate	TRUE	direct_object	semua itu	PRONOUN	inanimate
262	Watched him	steal	some guy's Frisbee.	Melihatnya mencuri Frisbee.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	him	HUMAN	AV_gr_subj_in_SubCl	animate	TRUE	AV_gr_subj	-nya	HUMAN	animate	TRUE	possessive_determiner	guy	HUMAN	victim	animate	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	Frisbee	TOOL	inanimate	TRUE	direct_object	frisbee	TOOL	inanimate
264	I'm gonna go take a dump now. If anyone wanna	steal	something from this company,	Aku mau pulang sekarang, jika ada yang ingin mencuri sesuatu dari perusahaan ini,	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	anyone	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	ada_yang	HUMAN	animate	TRUE	pp_complement	company	HUMAN	source	inanimate	TRUE	pp_complement	perusahaan	HUMAN	source	inanimate	TRUE	direct_object	something	PRONOUN	inanimate	TRUE	direct_object	sesuatu	PRONOUN	inanimate
265	"""- No. Cady, you gotta"	steal	that book.	/ Tunggu, Cady, kau harus mencuri buku itu.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kau	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	book	DOCUMENT	inanimate	TRUE	direct_object	buku	DOCUMENT	inanimate
266	So did Lane	steal	that crystal?	Jadi, apa benar Lane mencuri kristal itu?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	Lane	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	Lane	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	crystal	MINERAL	inanimate	TRUE	direct_object	kristal	MINERAL	inanimate
268	Told you I was gonna	steal	that one.	Sudah kubilang aku akan mencuri kutipan itu.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	I	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	aku	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	one	PRONOUN	inanimate	TRUE	direct_object	kutipan	ABSTRACTION	inanimate
271	Did my brother send you to	steal	the crown piece?	Apakah kakakku mengirim kamu untuk mencuri potongan mahkota?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	you	HUMAN	AV_gr_subj_in_SubCl	animate	TRUE	AV_gr_subj	kamu	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	piece	ORNAMENT	inanimate	TRUE	direct_object	potongan mahkota	ORNAMENT	inanimate
274	Two masked men came to	steal	the goods	Dua pria bertopeng datang mencuri barang	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	men	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	pria	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	goods	ASSETS	inanimate	TRUE	direct_object	barang	ASSETS	inanimate
275	"""- I break in, I"	steal	the jewels.	"""- Aku menerobos masuk, mencuri perhiasan itu"	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	TRUE	TRUE	I	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	aku	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	jewel	ORNAMENT	inanimate	TRUE	direct_object	perhiasan	ORNAMENT	inanimate
276	You are not going to	steal	the life of some innocent man.	Kau tak mungkin merenggut hidup orang tidak bersalah.	TRUE	merenggut	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kau	HUMAN	animate	TRUE	possessive_of-phrase	man	HUMAN	victim	animate	TRUE	possessive_determiner	orang	HUMAN	victim	animate	TRUE	direct_object	life	ABSTRACTION	inanimate	TRUE	direct_object	hidup	ABSTRACTION	inanimate
279	They came to	steal	the rice	Mereka datang untuk mencuri beras	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	they	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	mereka	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	rice	FOOD	inanimate	TRUE	direct_object	beras	FOOD	inanimate
281	How many should I tell him that he should say to	steal	the show.	Berapa banyak harus aku katakan padanya bahwa ia harus mengatakan untuk mencuri perhatian .	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	he	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	ia	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	show	ABSTRACTION	inanimate	TRUE	direct_object	perhatian	ABSTRACTION	inanimate
282	He was probably trying to	steal	the TV.	Mungkin mau mencuri TV.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	he	HUMAN	AV_gr_subj	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	TV	ELECTRONICS	inanimate	TRUE	direct_object	TV	ELECTRONICS	inanimate
283	The Fire Ferrets come from way behind and	steal	the win.	Fire Ferrets beranjak naik dan mencuri kemenangan!	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	TRUE	TRUE	Fire Ferrets	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	Fire_Ferrets	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	win	ABSTRACTION	inanimate	TRUE	direct_object	kemenangan	ABSTRACTION	inanimate
284	It is cookie for staff , and you rub frequently people beat them up and	steal	their money ..	Brutal untuk memulai. Orang-orang memukuli, mencuri uang mereka ..	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	TRUE	TRUE	people	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	orang-orang	HUMAN	animate	TRUE	possessive_determiner	their	HUMAN	victim	animate	TRUE	possessive_determiner	mereka	HUMAN	victim	animate	TRUE	direct_object	money	ASSETS	inanimate	TRUE	direct_object	uang	ASSETS	inanimate
287	Otherwise they'll	steal	them themselves.	Kalau tidak mereka akan mencurinya sendiri.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	they	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	mereka	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	them	PRONOUN	inanimate	TRUE	encliticised_direct_object	-nya	PRONOUN	inanimate
289	Did someone	steal	them?	Apakah seseorang mencuri mereka ?	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	someone	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	seseorang	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	them	PRONOUN	inanimate	TRUE	direct_object	mereka	PRONOUN	inanimate
290	And you	steal	things.	Dan kau mencuri.	TRUE	mencuri	GOODS-OBJ	INTR	verb	AV	AV	declarative	TRUE	TRUE	you	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	kau	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	thing	PRONOUN	inanimate	FALSE	NA	NA	NA	NA
291	I didn't	steal	this food.	Aku tidak mencuri makanannya	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	I	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	aku	HUMAN	animate	FALSE	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	TRUE	direct_object	food	FOOD	inanimate	TRUE	direct_object	makanan	FOOD	inanimate
294	Some bum's always trying to	steal	what's mine.	Beberapa gelandangan selalu berusaha untuk mencuri milikku.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	bum	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	gelandangan	HUMAN	animate	TRUE	possessive_determiner	mine	HUMAN	victim	animate	TRUE	possessive_determiner	-ku	HUMAN	victim	animate	TRUE	direct_object	what	PRONOUN	inanimate	TRUE	direct_object	milik	ASSETS	inanimate
296	If you take one more step towards me... I'm going to	steal	you from Chan Young!	Jika kau melangkah selangkah lagi aku akan merebutmu dari Yoon Chan Young!	TRUE	merebut	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	I	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	aku	HUMAN	animate	TRUE	pp_complement	Chan Young	HUMAN	victim	animate	TRUE	pp_complement	Chan Young	HUMAN	victim	animate	TRUE	direct_object	you	HUMAN	animate	TRUE	encliticised_direct_object	-mu	HUMAN	animate
299	Anybody can go on your page and	steal	your photos to create a fake account.	Tiap orang bisa mengaku sebagai dirimu. dan mencuri fotomu, untuk membuat akun palsu.	TRUE	mencuri	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	FALSE	TRUE	anybody	HUMAN	AV_gr_subj	animate	TRUE	AV_gr_subj	orang	HUMAN	animate	TRUE	possessive_determiner	your	HUMAN	victim	animate	TRUE	possessive_determiner	-mu	HUMAN	victim	animate	TRUE	direct_object	photo	DOCUMENT	inanimate	TRUE	direct_object	foto	DOCUMENT	inanimate
